mz,Sample1_erin_mass_listhotw_0001_5ppm_8m_000001.csv,Sample2_erin_mass_listhotw_0002_5ppm_8m_000002.csv,Sample3_erin_mass_listhotw_0003_5ppm_8m_000002.csv,Sample6_erin_mass_listhotw_0004_5ppm_8m_000003.csv,Sample8_erin_mass_listhotw_0005_5ppm_8m_000002.csv,Sample9_erin_mass_listhotw_0006_5ppm_8m_000002.csv,Sample10_erin_mass_listhotw_0007_5ppm_8m_000002.csv,Sample11_erin_mass_listhotw_0008_5ppm_8m_000001.csv,Sample12_erin_mass_listhotw_0009_5ppm_8m_000001.csv,Sample13_erin_mass_listhotw_0010_5ppm_8m_000001.csv,Sample14_erin_mass_listhotw_0010_5ppm_8m_000002.csv,Sample15_erin_mass_listhotw_0012_5ppm_8m_000001.csv,Sample16_erin_mass_listhotw_0013_5ppm_8m_000001.csv,Sample17_erin_mass_listhotw_0014_5ppm_8m_000001.csv,Sample18_erin_mass_listhotw_0015_5ppm_8m_000001.csv,Sample19_erin_mass_listhotw_0016_5ppm_8m_000001.csv,Sample20_erin_mass_listhotw_0017_5ppm_8m_000001.csv,Sample21_erin_mass_listhotw_0018_5ppm_8m_000001.csv,Sample22_erin_mass_listhotw_0019_5ppm_8m_000001.csv,Sample23_erin_mass_listhotw_0020_5ppm_8m_000001.csv,Sample24_erin_mass_listhotw_0021_5ppm_8m_000001.csv,Sample25_erin_mass_listhotw_0022_5ppm_8m_000001.csv,Sample26_erin_mass_listhotw_0023_5ppm_8m_000001.csv,Sample27_erin_mass_listhotw_0024_5ppm_8m_000001.csv,Sample28_erin_mass_listhotw_0025_5ppm_8m_000001.csv,Sample29_erin_mass_listhotw_0026_5ppm_8m_000001.csv,Sample30_erin_mass_listhotw_0027_5ppm_8m_000001.csv,Sample31_erin_mass_listhotw_0028_5ppm_8m_000001.csv,Sample32_erin_mass_listhotw_0029_5ppm_8m_000001.csv,Sample33_erin_mass_listhotw_0030_5ppm_8m_000001.csv,Sample34_erin_mass_listhotw_0031_5ppm_8m_000001.csv,Sample35_erin_mass_listhotw_0032_5ppm_8m_000001.csv,Sample36_erin_mass_listhotw_0033_5ppm_8m_000001.csv,Sample37_erin_mass_listhotw_0034_5ppm_8m_000001.csv,Sample38_erin_mass_listhotw_0035_5ppm_8m_000001.csv,Sample39_erin_mass_listhotw_0036_5ppm_8m_000001.csv,Sample40_erin_mass_listhotw_0037_5ppm_8m_000001.csv,Sample41_erin_mass_listhotw_0038_5ppm_8m_000001.csv,Sample42_erin_mass_listhotw_0039_5ppm_8m_000001.csv,Sample43_erin_mass_listhotw_0040_5ppm_8m_000001.csv,Sample44_erin_mass_listhotw_0041_5ppm_8m_000001.csv,Sample45_erin_mass_listhotw_0042_5ppm_8m_000001.csv,Sample46_erin_mass_listhotw_0043_5ppm_8m_000001.csv,Sample47_erin_mass_listhotw_0044_5ppm_8m_000001.csv,Sample48_erin_mass_listhotw_0045_5ppm_8m_000001.csv,Sample49_erin_mass_listhotw_0046_5ppm_8m_000001.csv,Sample50_erin_mass_listhotw_0047_5ppm_8m_000001.csv,Sample51_erin_mass_listhotw_0048_5ppm_8m_000001.csv,Sample52_erin_mass_listhotw_0049_5ppm_8m_000001.csv,Sample54_erin_mass_listhotw_0050_5ppm_8m_000001.csv,Sample55_erin_mass_listhotw_0051_5ppm_8m_000001.csv,Sample56_erin_mass_listhotw_0052_5ppm_8m_000001.csv,Sample57_erin_mass_listhotw_0053_5ppm_8m_000001.csv,Sample58_erin_mass_listhotw_0054_5ppm_8m_000001.csv,Sample59_erin_mass_listhotw_0055_5ppm_8m_000001.csv,Sample60_erin_mass_listhotw_0056_5ppm_8m_000001.csv,Sample61_erin_mass_listhotw_0057_5ppm_8m_000001.csv,Sample62_erin_mass_listhotw_0058_5ppm_8m_000001.csv,Sample63_erin_mass_listhotw_0059_5ppm_8m_000001.csv,Sample64_erin_mass_listhotw_0060_5ppm_8m_000001.csv,Sample65_erin_mass_listhotw_0061_5ppm_8m_000001.csv,Sample66_erin_mass_listhotw_0062_5ppm_8m_000001.csv,Sample67_erin_mass_listhotw_0063_5ppm_8m_000001.csv,Sample68_erin_mass_listhotw_0064_5ppm_8m_000001.csv,Sample69_erin_mass_listhotw_0065_5ppm_8m_000001.csv,Sample70_erin_mass_listhotw_0066_5ppm_8m_000001.csv
442.0900585,NA,NA,NA,NA,NA,NA,4151300,2517834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2775966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3833552,NA,NA,NA,NA,4113028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442.099167,12396634,12149371,13226903,9164040,14139232,9749490,12776462,7062353,13415792,4223350,2786305,5058227,5769958,4610497,3983414,7583036,2860459,5037115,6558629,5238293,5378664,3712273,3872150,3780354,3097821,NA,7125574,4416474,4840420,5094103,4467861,4006132,4751512,15118040,4794031,7848333,11150770,3557848,13388429,5226398,4056617,4783624,3494578,6716805,5716580,7596829,3891703,4057693,5596544,3796714,5240513,2685399,4804351,3859614,6724461,4229531,2691520,3490131,4160955,6472638,4301359,3594415,5109293,2909921,3235958,3176949
442.0993976,2771036,NA,2620313,NA,NA,3144695,2919435,NA,3048814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2877146,NA,NA,NA,NA,NA,2490271,NA,NA,2486960,NA,NA,NA,2996726,NA,NA,NA,2558655,NA,NA,2625692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442.105371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3204828,NA,NA,NA,3315422,NA,NA,2946488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442.1072445,31393890,26935938,37401504,25040142,33111912,31581180,36525080,24138584,37090680,9585018,8238086,13979321,13204204,13482438,14059579,21697858,7593391,11099199,16581547,15969818,12710509,9440534,7685531,8658694,9063651,9934047,16144971,10089438,11320297,13322974,7703706,10416377,12632220,41676512,12396211,14508434,28091834,6466013,36842132,15716259,14579245,13901325,8225463,15719818,11930217,15809315,9003515,8268386,9540997,8204015,10843847,5648858,7724802,7672994,10496881,14485920,9191876,6437208,8883647,12985283,8913459,7141555,11707954,9907941,6799482,7901690
442.1143853,4507751,6894215,5526438,5686549,7671664,4498436,7373855,5149534,8271233,2656638,2671627,3684030,3472113,3854795,NA,4502856,NA,NA,4244400,4238879,2641522,3232026,NA,NA,NA,NA,3402320,NA,2671599,2702051,2751646,4004094,2939040,9547495,3505848,3658134,4883905,NA,9390748,3528616,3372592,NA,2579132,3712399,3099245,4279080,NA,2427493,NA,NA,NA,NA,NA,NA,NA,2705829,2761159,2599260,NA,NA,NA,2597047,2727478,3440361,NA,3123710
442.1225158,7907439,8077966,12301230,10990876,10616695,8889358,12456999,7582565,12268937,4010370,2970640,6151876,4123384,2648528,3954758,4523342,NA,3263558,3863478,NA,2927223,2848030,NA,3143438,NA,3415273,5524053,NA,3732468,3693290,NA,5337347,3479717,11718382,3040957,3254683,8545736,2857446,7744164,4077485,2647604,4304409,2554562,3556756,3385970,3410734,4256259,NA,4441487,2627319,NA,2939360,2715400,2628778,3206010,3971498,NA,3402081,NA,NA,NA,NA,2810426,NA,NA,2830851
442.1355232,11438202,9953944,10621883,7820583,11362180,8569885,9212980,6853488,10638744,3877258,3845144,5402317,4041474,4538840,3893327,7202136,3573178,4033612,4641728,3857965,4420224,NA,3278254,NA,NA,NA,4672094,3351535,2495485,3312372,4132009,5329164,4331692,9776891,3696325,6115748,11691476,2728430,11799216,4513717,4142651,4599330,4362954,7699869,3969658,6015800,2527754,NA,4201879,NA,2942681,NA,3120909,2725042,NA,5339571,NA,NA,3898833,4711382,3015233,NA,3524161,NA,3485834,4575755
442.1436231,32901248,33981088,36287428,25695534,35733388,30303270,33510460,27988854,38237600,11362702,10621981,10899154,13007624,17045982,13207636,24008030,9362877,13089872,15123398,13028914,11874949,11111721,8529331,8191769,8137981,9073909,16243299,8885235,11762690,12118779,9407662,11604241,12181680,40726276,11953866,15253928,34268636,9939443,37792440,14815161,16496191,17440296,10535632,16932258,12585599,16841534,11633166,8821363,10499484,6868738,10483423,7098857,6500112,5858486,11881350,15829432,7979478,7596397,11414997,11944923,9429573,7026887,12576326,11144951,9486478,9867792
442.1508155,NA,NA,4195274,4908340,4460435,4019248,4740164,3328892,3941800,NA,2970658,2420440,NA,NA,NA,3634531,NA,NA,2915276,NA,NA,NA,2700728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4939530,NA,NA,2479587,2540023,4815551,3020734,2492995,2759213,2518742,2753960,NA,2544451,NA,NA,NA,3204869,2754275,NA,NA,NA,NA,NA,NA,NA,NA,2700255,NA,NA,NA,NA,NA,NA
442.1590365,5732494,7099050,9917394,5616956,9027483,7763001,7984204,6452099,10548657,4018582,3288103,3630813,3621652,NA,2688094,3900778,NA,NA,2792402,2821693,NA,2864434,2528703,NA,NA,2665728,3439213,2756604,3167245,NA,2733239,3997978,NA,7429906,4079315,2705842,8717802,NA,7060167,2686915,3028551,3296819,2874588,NA,NA,NA,NA,NA,3323302,2539274,3950312,NA,NA,NA,NA,2968002,2435549,NA,2788831,NA,3005005,NA,2580046,NA,NA,NA
442.180001,15960225,17154746,20755430,13038925,19906480,14353490,18306146,13390740,19609032,6586786,6104117,5275373,6740772,8215029,6522989,12506490,3859916,5454946,7492578,4972107,4883100,5995837,5703116,6139692,4644118,5186827,11369083,3695624,6806555,6007576,6749379,6103336,6774980,17461030,6997728,6590911,17556990,4274697,22522586,7712720,8066642,8724034,5014249,9035195,6408854,8887128,5489185,4807301,5465523,3415829,6620919,3273209,4636446,2942154,6163355,6588880,3520999,4340097,6041068,7758834,4629079,3573978,6411866,5652234,4464803,4792871
442.1871906,NA,NA,3236846,2727252,2539447,NA,NA,NA,NA,NA,NA,NA,2434858,NA,NA,NA,NA,NA,NA,NA,NA,2660674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2424548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442.2315324,NA,NA,2913306,2782586,NA,NA,2948247,2986944,4214273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3101453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443.0104905,3832695,3605831,NA,2447384,2448097,3133490,3684283,NA,2814293,3193703,NA,NA,4652457,NA,NA,NA,NA,NA,8595028,7204987,12858546,NA,NA,NA,NA,NA,NA,2512356,NA,NA,NA,NA,NA,9196098,NA,NA,2795784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443.0256067,21105540,15074642,26277670,20109348,23724784,33482820,33888204,19191380,27343206,5927790,6313547,10121540,16956852,7605263,5417639,5785599,5328672,5680638,12371552,12710021,14546107,5086984,7997435,2451689,9867109,8148738,4734117,6460909,NA,9047480,2422425,4047684,3779217,34304592,3199207,2960337,8661271,3693575,9858569,2965974,2424830,3354789,2706723,3225589,6663325,6979016,2634707,NA,4190148,2684616,3027236,NA,4853866,NA,NA,4852729,3199866,3699550,NA,5047826,3070967,2732695,2824235,NA,2796147,3226672
443.0376244,NA,NA,NA,NA,NA,NA,5101527,NA,NA,NA,NA,NA,NA,NA,2464432,3153927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2623136,NA,2843288,NA,NA,2700248,NA,NA,3247636,NA,NA,NA,NA,NA,3837093,2960850,3448280,NA,NA,NA,2608428,2538854,NA,NA,NA,2737153,NA,NA,NA,NA,NA,2575005,NA,NA,NA,NA
443.0383055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443.0467899,114789272,74941792,85964600,80255032,89047816,94431328,128636896,58300004,119339392,15909754,22042200,35959124,50314692,37035036,31689396,46487568,22617896,29720072,79119984,67776656,71578824,18886420,35260424,15606004,36802420,24131342,27106482,32273912,19103334,48016840,16101030,25498450,20005532,177009248,21301492,23987166,50899244,17460244,70299168,20910562,19511306,13443252,12846385,20963332,42372264,35700184,19014622,13417519,20641746,18051286,19560754,14119786,24535154,17405610,27225482,22055942,11436932,15035242,20271092,22939168,13992961,9665186,12093494,11849913,16999038,14758973
443.0598382,5845922,5346669,9729865,9676866,11739921,9009261,8648686,NA,7825803,3111809,NA,3690845,NA,2943012,2673342,3743768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4480187,2549249,2905711,2940372,2764461,4379482,NA,8721010,NA,NA,6945079,NA,7085609,2445803,NA,NA,NA,3438604,NA,5303777,3711972,NA,NA,NA,2612538,NA,NA,NA,NA,NA,NA,NA,NA,2556456,2472967,NA,4782141,NA,3828357,NA
443.059923,NA,NA,NA,NA,NA,NA,7264239,NA,NA,NA,NA,4534620,NA,NA,2663102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443.0620537,54758308,46040432,97957704,73046080,85181200,86042736,102881264,49321584,94239120,17564546,19846754,37794140,46644688,24402982,20302528,26023962,15146798,17219088,31606394,28586142,24179922,20557596,23808020,14647548,23531390,18216728,29629628,15922689,16154224,24784340,16428718,25498460,21906084,97645168,18221310,15795176,40610104,13134877,52244012,16863724,15276049,14016703,19924284,20258830,21449908,28130786,13575141,12155959,15448027,12497117,14031163,10113905,17735800,13129395,12660115,16550929,7922572,10685298,15618045,13501993,11682824,7133866,11151422,11489473,14516871,12522566
443.0743876,7003055,7554425,6125400,NA,NA,NA,7591933,4249213,NA,NA,2688618,2478439,2958808,NA,2814152,NA,NA,NA,4462213,3156134,3429594,NA,3022876,NA,NA,2422557,NA,NA,NA,2684383,NA,NA,2716330,NA,2924804,NA,NA,NA,NA,3419636,NA,3643592,NA,3022869,NA,NA,3728364,NA,NA,NA,NA,NA,NA,NA,2771353,3064856,2685841,NA,NA,2647602,NA,2509488,NA,NA,3160716,NA
443.0773942,NA,NA,6182746,NA,NA,6387842,NA,4292222,NA,NA,NA,3078505,4177372,NA,NA,NA,3045684,NA,NA,NA,NA,NA,NA,NA,2764682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443.0831764,120753080,95585664,143832928,104306776,135185200,113895560,150788096,81041024,147650976,31753102,34969200,50770284,52674016,46734388,42863308,74143784,27877174,39419416,71911048,64368812,55260384,35155752,36177952,27140358,35590028,29783844,51551436,32503310,36011648,46181860,32304826,44602216,40043184,164557440,36866316,41976820,86878544,25504810,133738048,49615352,39745564,31072462,29984074,52568092,48237760,58211828,33186800,23960642,29177832,29225192,33683784,21599098,30072960,26089150,41708960,36244512,21144470,25439102,35983368,41813560,25453586,19077814,37161036,32829644,28385938,27112532
443.0984376,46468036,45942156,81311600,61413476,79807288,69986456,84596760,45061776,86571448,20136854,22763128,34713976,33537516,23419966,19253976,30939190,11657021,17481250,25511574,23146678,20313322,22966064,18483242,13902095,17289112,17250092,30219476,14923286,20807304,22621682,18132674,22516594,23855800,83096216,18254100,18908158,48146780,12815411,58928720,20435458,19462180,18784472,19318100,24584230,18418890,32325118,17622008,12803145,17086450,16920816,17742164,10433408,16146566,13211335,12774824,20499496,10486685,11307911,17043474,16467521,13722650,10083005,16418898,16855250,15901338,12670045
443.1111006,NA,NA,NA,NA,NA,NA,4597792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443.111454,18680782,20350358,18265980,7911535,15516484,11249835,10786852,13121178,11844035,5497757,4656769,5632385,4460023,5893190,5733089,7514176,NA,4902440,6776480,7479487,8107251,5496631,4085812,4981014,4247458,5343029,9501917,4388382,5942930,5541372,5095114,5223291,NA,13578915,5417244,8414215,16951654,3484731,12734043,6779402,7346218,11190498,4609372,8286255,5516498,8625671,4830207,3689551,5097466,4862199,4120924,NA,3674251,4505295,4332975,8711217,5739427,3062670,5517339,5523017,4418593,3662532,5064794,3461336,5341858,6100069
443.1195579,103058392,103712152,117290880,81500280,118866760,97380536,118806568,85431968,128252360,31687586,29922950,41267592,40484348,45816908,42371812,74864712,29089606,35356204,54052520,49393860,40973560,30895932,26314808,23453978,26988454,26130234,51092708,29963810,38862488,37367300,25997006,36574080,38372036,134673072,37423392,45745164,97429872,26897472,124825184,46338576,43218992,46997736,29459810,50995252,37653720,52379148,29058050,23682130,29734910,25211132,30865762,18273162,24436878,23271122,35515828,44534840,22438822,27552658,33099808,34932304,26338340,20486856,36210780,35287260,24945318,28062826
443.1237886,NA,NA,NA,NA,NA,NA,3063856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2702250,NA,2425061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2664017,NA,NA,NA,NA,NA,2599021
443.1326564,NA,NA,NA,NA,NA,NA,4166713,NA,NA,NA,NA,3421584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443.1348126,42863588,51021224,64731028,46798980,63488860,57206984,64739388,47060652,74775008,18957226,23189136,24490386,25132552,23731284,19679984,31348818,11648843,18824754,19924658,18329806,13948161,15658819,12191811,15065378,10932145,13834050,25681132,13792811,19398306,19279374,16215767,19059594,19989196,68154040,18663722,18449430,55093628,13552713,51064432,21975576,22575158,26960116,19088748,20357182,15666400,26017304,14181387,14015578,16201736,13472003,16185707,10883984,14491796,12416732,14609852,22039616,10609582,11119515,15274025,14943832,12411948,8477392,13355110,14627045,12919470,14111859
443.1360675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2444017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3141696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443.1444556,NA,NA,3751836,NA,NA,3528914,4470854,3786422,NA,NA,NA,NA,2932240,NA,NA,2951257,NA,NA,NA,NA,NA,NA,NA,NA,NA,2674504,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585627,4868486,NA,NA,NA,NA,NA,2746739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2914996,NA
443.1478603,24169454,20776370,22968222,10000526,18416488,16230614,13391945,12695224,18889194,7050161,7087768,5763483,6680083,7437405,6683385,9533531,4820817,6508089,8079036,7581911,7402762,6573899,5146700,5120297,NA,5732170,8690933,4871731,7073450,6549017,5611230,5563282,7676627,17494726,5998898,7054366,19442056,5946449,17280638,8884768,8665149,12280060,6354293,7344200,7204072,7519778,6648850,4410465,5322768,4049162,4000116,3120021,4788378,4372195,4818372,10513481,4080564,3400610,6254641,4896353,5141555,4721367,7207022,5689579,5264054,5780603
443.1559299,64982004,76318136,79542184,51452052,71615344,59500768,69916752,57251520,78313968,23266230,21550748,25457056,28769816,32152674,24955646,45504608,19390292,25198142,32622274,27472092,27161870,16707407,16222289,17178924,14462912,19707726,35331324,19297846,23740080,22523424,21851874,23253910,25707224,77525712,25839926,26821666,75868560,22654038,81112712,31199782,30505024,35037444,20170106,35659852,22449388,36093480,19211286,15588453,20641814,15511822,20117882,12260249,15343773,14407399,23113160,29445198,14476216,16739239,22155318,24102502,17294390,14408411,27347058,21475568,18965178,19068032
443.1657032,5237758,3532224,5089201,2484381,5632889,5126379,NA,3811015,5286398,NA,NA,2675111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2713429,3409153,NA,NA,NA,NA,NA,NA,3336919,NA,NA,5814682,NA,5443215,2816555,NA,3725577,NA,NA,NA,NA,NA,NA,3024923,NA,NA,NA,NA,NA,NA,NA,NA,2702252,NA,NA,NA,NA,NA,NA,NA,NA
443.1711842,36244484,40142276,52443060,35330208,52872064,46065904,51271776,45258444,57506308,19940286,16635558,20492716,19496484,16833644,16780040,26056814,11591514,13385285,13018829,13480167,11998489,13758295,8013915,10600757,9121739,10942296,20798724,10171968,15957690,14708267,13094635,16176032,16270048,52064988,17418560,15729708,51718560,11914335,43167380,15258159,19773512,26878222,15517060,18194520,14191862,24673844,13779997,14138476,13703199,11776278,14375299,9008031,9928866,8795888,12905937,19663960,8889279,9128879,12824638,13223536,13173822,9190115,12445818,15413495,12870338,12924042
443.1842511,11512846,9668047,10139587,6506669,8070027,8333569,5437551,5609175,7232019,NA,3624622,3572149,3753519,NA,3521297,3870839,NA,4007499,2547415,NA,5000481,NA,NA,NA,NA,2838368,2850061,NA,2901699,2500150,3673842,3464105,4434663,7701224,2599240,2989108,9382315,NA,9195169,3840567,3252303,3588375,NA,3919968,2436350,3178045,2901028,2524275,3737639,NA,2427276,NA,NA,NA,NA,4897889,NA,NA,NA,2872952,2495557,NA,2689154,NA,NA,2514066
443.1923162,21990422,23725524,27654090,16013492,27460500,20261130,21551222,17995486,25000476,8029129,8541875,8597946,9559605,11934841,8186647,13891709,6451043,7818831,10667741,8622325,8787238,6438755,6985833,6361408,6299610,5740389,11607314,5281356,7085769,8826428,6180599,10859438,8856299,23311088,8898893,8291386,26257842,5409900,27913896,12866107,9812051,10715420,8676754,11305061,8826115,11976259,5346345,6397047,7985196,4673825,6756753,3953577,4374699,3720956,5012957,9120870,4977610,4271035,6930507,12215933,5329993,4737775,11364486,7827713,5972686,6497431
443.2075738,18926626,21743072,27801562,19617984,25969570,22554908,26335366,22779626,28555820,10675153,10540733,10555845,9313857,9108610,7744289,13965449,3493737,7216727,7337705,6508800,5227824,4120427,2422899,4624712,6000612,6530926,12254492,3063381,9232083,7269960,8687359,6304696,9847539,25522942,9226582,8111171,27077056,7253109,23228088,10179141,10131547,13762855,8062365,11542640,5307661,12713550,7767088,6745214,7768118,7909673,7031196,5546927,4456625,5420804,7491046,10767472,4686801,3904452,7188564,6317703,5874768,5188342,7014542,7123209,6439638,5801120
443.2204351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2969912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2657988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443.2286965,5123125,4191729,5302255,3311827,7058359,4813110,4253853,4667132,3049027,2483165,NA,NA,NA,NA,NA,NA,2555761,2584161,2574072,2568462,NA,NA,NA,NA,NA,NA,2766122,NA,2534113,NA,NA,NA,NA,3781395,2667875,2825297,5167572,NA,6500044,2908754,NA,NA,NA,3291262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2574611,NA,2778285
443.243893,5057603,5580286,7403517,5990624,6955974,7846216,7870636,6293256,7604820,2657253,3217108,2968031,NA,NA,2601786,4393125,NA,2535016,NA,NA,NA,NA,2479242,3574107,NA,NA,2432307,NA,NA,NA,NA,NA,2965255,6783778,NA,2661466,6027747,NA,7163611,NA,2596973,4002114,NA,NA,2577699,3536489,NA,NA,NA,NA,2865587,NA,NA,NA,3231227,NA,NA,3036120,NA,2459294,NA,NA,3201186,NA,NA,NA
444.0503604,20238082,13486195,13966099,14351252,15648474,17165572,21158892,10828196,21020098,3536285,4022477,6493210,7454922,7216793,7126358,8518408,4706491,2572271,14682464,13095733,12851017,3868978,7641757,3482369,5583405,3778913,5533505,5883958,3526924,6910173,3805394,5072332,5940411,32405024,4070234,4251218,10136786,2505329,12988896,4424773,4127237,2743172,2687951,3855014,6622990,6983865,3405280,2866716,2810430,2841306,NA,3013910,5304827,4450520,5234628,4447893,NA,2452892,2873926,3246244,3157487,2534577,2486874,2538157,4158625,NA
444.0573774,NA,NA,8641306,NA,8840929,7699724,9919474,4168106,11533770,3579296,NA,4719647,6037712,NA,NA,NA,NA,NA,4714854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12752423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4389054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444.062931,NA,NA,NA,NA,NA,2470418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2508332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444.0784451,8646428,6908041,7953199,5442477,6932214,7167269,7314440,4303292,9764321,2498988,NA,4412462,3801312,4015787,3167592,5602078,NA,3375100,5532021,4948808,5363547,3221825,4020911,NA,NA,2967409,4362067,3186758,3963167,4194547,NA,3634654,4115658,11507259,4240235,3720804,7417068,2637439,11579899,3359830,4250131,3096472,3086305,2831033,2854687,2861262,NA,NA,NA,3212008,3195864,NA,NA,NA,2516948,3489447,NA,NA,2763351,4974774,NA,NA,2552426,NA,3728560,NA
444.0786444,NA,NA,2425646,2595758,2479864,NA,NA,NA,4373984,NA,NA,NA,NA,NA,NA,NA,NA,NA,3086708,NA,NA,NA,NA,NA,NA,2789747,NA,NA,NA,NA,NA,NA,NA,3753533,NA,NA,NA,NA,2632185,NA,2849298,NA,NA,NA,NA,NA,NA,NA,NA,NA,3394519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
